locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIDOOLCM_01345	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
PIDOOLCM_01346	CDS	1401	yagG_1		COG2211	Putative glycoside/cation symporter YagG
PIDOOLCM_01347	CDS	2376		3.2.1.-		Beta-xylosidase
PIDOOLCM_01348	CDS	1116	ydiK_2		COG0628	Putative transport protein YdiK
PIDOOLCM_01349	CDS	3057			COG0247	putative protein
PIDOOLCM_01350	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
PIDOOLCM_01351	CDS	195				hypothetical protein
PIDOOLCM_01352	CDS	630	iprA_4			Inhibitor of hydrogen peroxide resistance
PIDOOLCM_01353	CDS	660	iprA_5			Inhibitor of hydrogen peroxide resistance
PIDOOLCM_01354	CDS	531	fimA_4			Type-1 fimbrial protein, A chain
PIDOOLCM_01355	CDS	678	lpfB_2			putative fimbrial chaperone LpfB
PIDOOLCM_01356	CDS	2541	elfC		COG3188	putative outer membrane usher protein ElfC
PIDOOLCM_01357	CDS	948	mrkD			Fimbria adhesin protein
PIDOOLCM_01358	CDS	489	fimG			Protein FimG
PIDOOLCM_01359	CDS	645				hypothetical protein
PIDOOLCM_01360	CDS	1221				hypothetical protein
PIDOOLCM_01361	CDS	2151	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
PIDOOLCM_01362	CDS	279	ariR			putative two-component-system connector protein AriR
PIDOOLCM_01363	CDS	240	ycgZ			putative two-component-system connector protein YcgZ
PIDOOLCM_01364	CDS	1221	bluF_1			Blue light- and temperature-regulated antirepressor BluF
PIDOOLCM_01365	CDS	729	bluR		COG0789	HTH-type transcriptional repressor BluR
PIDOOLCM_01366	CDS	369	sufA		COG0316	Protein SufA
PIDOOLCM_01367	CDS	1491	sufB		COG0719	FeS cluster assembly protein SufB
PIDOOLCM_01368	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
PIDOOLCM_01369	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
PIDOOLCM_01370	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
PIDOOLCM_01371	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
PIDOOLCM_01372	CDS	1014	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
PIDOOLCM_01373	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
PIDOOLCM_01374	CDS	1413	pykF_1	2.7.1.40	COG0469	Pyruvate kinase I
PIDOOLCM_01375	CDS	1146	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase
PIDOOLCM_01376	CDS	1371	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
PIDOOLCM_01377	CDS	1023	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
PIDOOLCM_01378	CDS	669	metP		COG2011	Methionine import system permease protein MetP
PIDOOLCM_01379	CDS	813	metQ_2		COG1464	Methionine-binding lipoprotein MetQ
PIDOOLCM_01380	CDS	210	fumD	4.2.1.2		Fumarase D
PIDOOLCM_01381	CDS	687	glnP_3		COG0765	putative glutamine ABC transporter permease protein GlnP
PIDOOLCM_01382	CDS	777	gltJ_2		COG0765	Glutamate/aspartate import permease protein GltJ
PIDOOLCM_01383	CDS	816	glnQ_5			Glutamine transport ATP-binding protein GlnQ
PIDOOLCM_01384	CDS	837	glnH_3		COG0834	ABC transporter glutamine-binding protein GlnH
PIDOOLCM_01385	CDS	168				hypothetical protein
PIDOOLCM_01386	CDS	1326	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
PIDOOLCM_01387	CDS	612	fixJ_2			Transcriptional regulatory protein FixJ
PIDOOLCM_01388	CDS	480				hypothetical protein
PIDOOLCM_01389	CDS	141				hypothetical protein
PIDOOLCM_01390	CDS	477				hypothetical protein
PIDOOLCM_01391	CDS	300				hypothetical protein
PIDOOLCM_01392	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
PIDOOLCM_01393	CDS	1596				hypothetical protein
PIDOOLCM_01394	tRNA	77				tRNA-Val(gac)
PIDOOLCM_01395	tRNA	77				tRNA-Val(gac)
PIDOOLCM_01396	CDS	1362	mdtK		COG0534	Multidrug resistance protein MdtK
PIDOOLCM_01397	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
PIDOOLCM_01398	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
PIDOOLCM_01399	CDS	1200	ydhC			Inner membrane transport protein YdhC
PIDOOLCM_01400	CDS	912	yahB_1			putative HTH-type transcriptional regulator YahB
PIDOOLCM_01401	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
PIDOOLCM_01402	CDS	90	ynhF			putative protein YnhF
PIDOOLCM_01403	CDS	1167	ydhP_1		COG2814	Inner membrane transport protein YdhP
PIDOOLCM_01404	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
PIDOOLCM_01405	CDS	774	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
PIDOOLCM_01406	CDS	348	grxD		COG0278	Glutaredoxin 4
PIDOOLCM_01407	CDS	651	rnt	3.1.13.-	COG0847	Ribonuclease T
PIDOOLCM_01408	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
PIDOOLCM_01409	CDS	1098	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
PIDOOLCM_01410	CDS	600	nemR			HTH-type transcriptional repressor NemR
PIDOOLCM_01411	CDS	1626	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
PIDOOLCM_01412	CDS	240				hypothetical protein
PIDOOLCM_01413	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
PIDOOLCM_01414	CDS	519	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
PIDOOLCM_01415	CDS	2028	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
PIDOOLCM_01416	CDS	861	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PIDOOLCM_01417	CDS	237				hypothetical protein
PIDOOLCM_01418	CDS	438	slyA_2		COG1846	Transcriptional regulator SlyA
PIDOOLCM_01419	CDS	1365	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
PIDOOLCM_01420	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
PIDOOLCM_01421	CDS	1125	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
PIDOOLCM_01422	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
PIDOOLCM_01423	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
PIDOOLCM_01424	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
PIDOOLCM_01425	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
PIDOOLCM_01426	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
PIDOOLCM_01427	CDS	1509	dtpA		COG3104	Dipeptide and tripeptide permease A
PIDOOLCM_01428	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
PIDOOLCM_01429	CDS	687	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
PIDOOLCM_01430	CDS	627	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
PIDOOLCM_01431	CDS	1053	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
PIDOOLCM_01432	CDS	2022	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
PIDOOLCM_01433	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
PIDOOLCM_01434	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
PIDOOLCM_01435	CDS	441	ydgK			Inner membrane protein YdgK
PIDOOLCM_01436	CDS	216	ydgT			Transcription modulator YdgT
PIDOOLCM_01437	CDS	1041	ydgJ_1	1.-.-.-	COG0673	putative oxidoreductase YdgJ
PIDOOLCM_01438	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
PIDOOLCM_01439	CDS	1173	malY		COG1168	Protein MalY
PIDOOLCM_01440	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
PIDOOLCM_01441	CDS	1029	malI_2		COG1609	Maltose regulon regulatory protein MalI
PIDOOLCM_01442	CDS	897	dmlR_3			HTH-type transcriptional regulator DmlR
PIDOOLCM_01443	CDS	981				hypothetical protein
PIDOOLCM_01444	CDS	855		3.3.2.10		Soluble epoxide hydrolase
PIDOOLCM_01445	CDS	1533	ydgA		COG5339	Protein YdgA
PIDOOLCM_01446	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
PIDOOLCM_01447	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
PIDOOLCM_01448	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
PIDOOLCM_01449	CDS	930	tus			DNA replication terminus site-binding protein
PIDOOLCM_01450	CDS	1299	rstB	2.7.13.3		Sensor protein RstB
PIDOOLCM_01451	CDS	261				hypothetical protein
PIDOOLCM_01452	CDS	753	rstA		COG0745	Transcriptional regulatory protein RstA
PIDOOLCM_01453	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
PIDOOLCM_01454	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
PIDOOLCM_01455	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
PIDOOLCM_01456	CDS	945	ydgH			Protein YdgH
PIDOOLCM_01457	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
PIDOOLCM_01458	CDS	1374	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
PIDOOLCM_01459	CDS	951	uspE		COG0589	Universal stress protein E
PIDOOLCM_01460	CDS	1278	intQ		COG0582	Putative defective protein IntQ
PIDOOLCM_01461	CDS	216				hypothetical protein
PIDOOLCM_01462	CDS	282				hypothetical protein
PIDOOLCM_01463	CDS	465				hypothetical protein
PIDOOLCM_01464	CDS	1062				hypothetical protein
PIDOOLCM_01465	CDS	483				hypothetical protein
PIDOOLCM_01466	CDS	624				hypothetical protein
PIDOOLCM_01467	CDS	504				hypothetical protein
PIDOOLCM_01468	CDS	234				hypothetical protein
PIDOOLCM_01469	CDS	285				hypothetical protein
PIDOOLCM_01470	CDS	210	kilR			Killing protein KilR
PIDOOLCM_01471	CDS	231				hypothetical protein
PIDOOLCM_01472	CDS	159				hypothetical protein
PIDOOLCM_01473	CDS	261				hypothetical protein
PIDOOLCM_01474	CDS	366				hypothetical protein
PIDOOLCM_01475	CDS	747	lexA_1	3.4.21.88		LexA repressor
PIDOOLCM_01476	CDS	195				hypothetical protein
PIDOOLCM_01477	CDS	543				hypothetical protein
PIDOOLCM_01478	CDS	900				hypothetical protein
PIDOOLCM_01479	CDS	690				hypothetical protein
PIDOOLCM_01480	CDS	291				hypothetical protein
PIDOOLCM_01481	CDS	414				hypothetical protein
PIDOOLCM_01482	CDS	261				hypothetical protein
PIDOOLCM_01483	CDS	231				hypothetical protein
PIDOOLCM_01484	CDS	456				hypothetical protein
PIDOOLCM_01485	CDS	171				hypothetical protein
PIDOOLCM_01486	CDS	291	ybcO	3.1.-.-		Putative nuclease YbcO
PIDOOLCM_01487	CDS	363	rusA	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
PIDOOLCM_01488	CDS	117				hypothetical protein
PIDOOLCM_01489	CDS	690				hypothetical protein
PIDOOLCM_01490	CDS	189				hypothetical protein
PIDOOLCM_01491	CDS	522				hypothetical protein
PIDOOLCM_01492	CDS	216				hypothetical protein
PIDOOLCM_01493	CDS	492	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
PIDOOLCM_01494	CDS	378				hypothetical protein
PIDOOLCM_01495	CDS	117				hypothetical protein
PIDOOLCM_01496	CDS	804				hypothetical protein
PIDOOLCM_01497	CDS	870				hypothetical protein
PIDOOLCM_01498	CDS	999				hypothetical protein
PIDOOLCM_01499	CDS	1308				hypothetical protein
PIDOOLCM_01500	CDS	1389				hypothetical protein
PIDOOLCM_01501	CDS	1098				hypothetical protein
PIDOOLCM_01502	CDS	771				hypothetical protein
PIDOOLCM_01503	CDS	954				hypothetical protein
PIDOOLCM_01504	CDS	483				hypothetical protein
PIDOOLCM_01505	CDS	351				hypothetical protein
PIDOOLCM_01506	CDS	585				hypothetical protein
PIDOOLCM_01507	CDS	411				hypothetical protein
PIDOOLCM_01508	CDS	672				hypothetical protein
PIDOOLCM_01509	CDS	312				hypothetical protein
PIDOOLCM_01510	CDS	2928				hypothetical protein
PIDOOLCM_01511	CDS	348				hypothetical protein
PIDOOLCM_01512	CDS	756				hypothetical protein
PIDOOLCM_01513	CDS	738				hypothetical protein
PIDOOLCM_01514	CDS	678				hypothetical protein
PIDOOLCM_01515	CDS	627				hypothetical protein
PIDOOLCM_01516	CDS	717				hypothetical protein
PIDOOLCM_01517	CDS	3456				hypothetical protein
PIDOOLCM_01518	CDS	315				hypothetical protein
PIDOOLCM_01519	CDS	672				hypothetical protein
PIDOOLCM_01520	CDS	234				hypothetical protein
PIDOOLCM_01521	CDS	1185				hypothetical protein
PIDOOLCM_01522	CDS	744				hypothetical protein
PIDOOLCM_01523	CDS	453	hin_2		COG1961	DNA-invertase hin
PIDOOLCM_01524	CDS	624	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
PIDOOLCM_01525	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
PIDOOLCM_01526	CDS	1269	umuC_1		COG0389	Protein UmuC
PIDOOLCM_01527	CDS	513				hypothetical protein
PIDOOLCM_01528	CDS	684	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
PIDOOLCM_01529	CDS	195				hypothetical protein
PIDOOLCM_01530	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
PIDOOLCM_01531	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
PIDOOLCM_01532	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
PIDOOLCM_01533	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
PIDOOLCM_01534	CDS	1311	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
PIDOOLCM_01535	CDS	912	tsaR_2			HTH-type transcriptional regulator TsaR
PIDOOLCM_01536	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
PIDOOLCM_01537	CDS	1662	tsr_2		COG0840	Methyl-accepting chemotaxis protein I
PIDOOLCM_01538	CDS	864	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
PIDOOLCM_01539	CDS	1263	umuC_2		COG0389	Protein UmuC
PIDOOLCM_01540	CDS	435	umuD_2	3.4.21.-	COG1974	Protein UmuD
PIDOOLCM_01541	CDS	888	dmlR_4			HTH-type transcriptional regulator DmlR
PIDOOLCM_01542	CDS	1059				hypothetical protein
PIDOOLCM_01543	CDS	447				hypothetical protein
PIDOOLCM_01544	CDS	1356	norG_3		COG1167	HTH-type transcriptional regulator NorG
PIDOOLCM_01545	CDS	768	nhoA_1	2.3.1.5	COG2162	Arylamine N-acetyltransferase
PIDOOLCM_01546	CDS	3075	mexB_1		COG0841	Multidrug resistance protein MexB
PIDOOLCM_01547	CDS	1149	ttgG_1			Toluene efflux pump periplasmic linker protein TtgG
PIDOOLCM_01548	CDS	1197	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
PIDOOLCM_01549	CDS	696	baeR_1		COG0745	Transcriptional regulatory protein BaeR
PIDOOLCM_01550	CDS	789				hypothetical protein
PIDOOLCM_01551	CDS	348				hypothetical protein
PIDOOLCM_01552	CDS	1026				hypothetical protein
PIDOOLCM_01553	CDS	1038	tqsA		COG0628	AI-2 transport protein TqsA
PIDOOLCM_01554	CDS	393	mdtJ		COG2076	Spermidine export protein MdtJ
PIDOOLCM_01555	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
PIDOOLCM_01556	CDS	2163				hypothetical protein
PIDOOLCM_01557	CDS	822				hypothetical protein
PIDOOLCM_01558	CDS	324				hypothetical protein
PIDOOLCM_01559	CDS	1488		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
PIDOOLCM_01560	CDS	1272	puuE_1	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
PIDOOLCM_01561	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
PIDOOLCM_01562	CDS	291	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
PIDOOLCM_01563	CDS	1215	puuC_2	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
PIDOOLCM_01564	CDS	558	puuR			HTH-type transcriptional regulator PuuR
PIDOOLCM_01565	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
PIDOOLCM_01566	CDS	1419	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
PIDOOLCM_01567	CDS	195				hypothetical protein
PIDOOLCM_01568	CDS	1392	puuP		COG0531	Putrescine importer PuuP
PIDOOLCM_01569	CDS	1254	ynfM_1			Inner membrane transport protein YnfM
PIDOOLCM_01570	CDS	906	hcaR			Hca operon transcriptional activator HcaR
PIDOOLCM_01571	CDS	1221	mlc		COG1940	Protein mlc
PIDOOLCM_01572	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
PIDOOLCM_01573	CDS	1311	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
PIDOOLCM_01574	CDS	1149	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
PIDOOLCM_01575	CDS	648	osmW		COG1174	Osmoprotectant import permease protein OsmW
PIDOOLCM_01576	CDS	900	osmX		COG1732	Osmoprotectant-binding protein OsmX
PIDOOLCM_01577	CDS	711	osmY_2		COG1174	Osmoprotectant import permease protein OsmY
PIDOOLCM_01578	CDS	798				hypothetical protein
PIDOOLCM_01579	CDS	624	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GstB
PIDOOLCM_01580	CDS	456				hypothetical protein
PIDOOLCM_01581	CDS	4278				hypothetical protein
PIDOOLCM_01582	CDS	1959				hypothetical protein
PIDOOLCM_01583	CDS	1059				hypothetical protein
PIDOOLCM_01584	CDS	816				hypothetical protein
PIDOOLCM_01585	CDS	777	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
PIDOOLCM_01586	CDS	708				hypothetical protein
PIDOOLCM_01587	CDS	633				hypothetical protein
PIDOOLCM_01588	CDS	3603	carB_2			Carbamoyl-phosphate synthase large chain
PIDOOLCM_01589	CDS	1800	atzF	3.5.1.54		Allophanate hydrolase
PIDOOLCM_01590	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
PIDOOLCM_01591	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
PIDOOLCM_01592	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
PIDOOLCM_01593	CDS	2439	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
PIDOOLCM_01594	CDS	294				hypothetical protein
PIDOOLCM_01595	CDS	237				hypothetical protein
PIDOOLCM_01596	CDS	480				hypothetical protein
PIDOOLCM_01597	CDS	483	hcpA_2		COG3157	Major exported protein
PIDOOLCM_01598	CDS	747				hypothetical protein
PIDOOLCM_01599	CDS	558	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
PIDOOLCM_01600	CDS	339				hypothetical protein
PIDOOLCM_01601	CDS	327				hypothetical protein
PIDOOLCM_01602	CDS	1215		4.2.1.-	COG4948	D-galactonate dehydratase family member
PIDOOLCM_01603	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
PIDOOLCM_01604	CDS	1386	ydfJ			Putative transporter YdfJ
PIDOOLCM_01605	CDS	1407	uxaC_1	5.3.1.12	COG1904	Uronate isomerase
PIDOOLCM_01606	CDS	1539	xylP_1			Isoprimeverose transporter
PIDOOLCM_01607	CDS	1464	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
PIDOOLCM_01608	CDS	204	ydfZ			Putative selenoprotein YdfZ
PIDOOLCM_01609	CDS	432	uspG_2		COG0589	Universal stress protein UP12
PIDOOLCM_01610	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
PIDOOLCM_01611	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
PIDOOLCM_01612	CDS	2034	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
PIDOOLCM_01613	CDS	1119	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PIDOOLCM_01614	CDS	2583				hypothetical protein
PIDOOLCM_01615	CDS	1209				putative MFS-type transporter
PIDOOLCM_01616	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
PIDOOLCM_01617	CDS	2640				hypothetical protein
PIDOOLCM_01618	CDS	192				hypothetical protein
PIDOOLCM_01619	CDS	318				hypothetical protein
PIDOOLCM_01620	CDS	909	feaR		COG2207	Transcriptional activator FeaR
PIDOOLCM_01621	CDS	1500	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
PIDOOLCM_01622	CDS	1107				hypothetical protein
PIDOOLCM_01623	CDS	2277	tynA	1.4.3.21	COG3733	Primary amine oxidase
PIDOOLCM_01624	CDS	396				hypothetical protein
PIDOOLCM_01625	CDS	156				hypothetical protein
PIDOOLCM_01626	CDS	483	hcpA_3		COG3157	Major exported protein
PIDOOLCM_01627	CDS	2040	paaZ		COG2030	Bifunctional protein PaaZ
PIDOOLCM_01628	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
PIDOOLCM_01629	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
PIDOOLCM_01630	CDS	747	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
PIDOOLCM_01631	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
PIDOOLCM_01632	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
PIDOOLCM_01633	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
PIDOOLCM_01634	CDS	786	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
PIDOOLCM_01635	CDS	1425	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
PIDOOLCM_01636	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
PIDOOLCM_01637	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
PIDOOLCM_01638	CDS	1317	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
PIDOOLCM_01639	CDS	924	paaX		COG3327	Transcriptional repressor PaaX
PIDOOLCM_01640	CDS	597	caiE			Carnitine operon protein CaiE
PIDOOLCM_01641	CDS	435		2.3.1.-	COG1670	Acetyltransferase
PIDOOLCM_01642	CDS	537		2.3.1.-	COG1670	Acetyltransferase
PIDOOLCM_01643	CDS	513				hypothetical protein
PIDOOLCM_01644	CDS	483				hypothetical protein
PIDOOLCM_01645	CDS	852				hypothetical protein
PIDOOLCM_01646	CDS	468				hypothetical protein
PIDOOLCM_01647	CDS	1485	dadD	3.5.4.31		5'-deoxyadenosine deaminase
PIDOOLCM_01648	CDS	885	pgrR_4			HTH-type transcriptional regulator PgrR
PIDOOLCM_01649	CDS	927	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
PIDOOLCM_01650	CDS	582				hypothetical protein
PIDOOLCM_01651	CDS	312				hypothetical protein
PIDOOLCM_01652	CDS	834				hypothetical protein
PIDOOLCM_01653	CDS	678	rssB_1			Swarming motility regulation protein RssB
PIDOOLCM_01654	CDS	1389	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
PIDOOLCM_01655	CDS	480				hypothetical protein
PIDOOLCM_01656	CDS	3153	oqxB			multidrug efflux RND transporter permease subunit OqxB
PIDOOLCM_01657	CDS	1176	bepF			Efflux pump periplasmic linker BepF
PIDOOLCM_01658	CDS	450	rhaS_4			HTH-type transcriptional activator RhaS
PIDOOLCM_01659	CDS	831	cpo	1.11.1.10		Non-heme chloroperoxidase
PIDOOLCM_01660	CDS	774	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PIDOOLCM_01661	CDS	918	pgrR_5			HTH-type transcriptional regulator PgrR
PIDOOLCM_01662	CDS	390	yjgH_1		COG0251	RutC family protein YjgH
PIDOOLCM_01663	CDS	312				hypothetical protein
PIDOOLCM_01664	CDS	411				hypothetical protein
PIDOOLCM_01665	CDS	510				hypothetical protein
PIDOOLCM_01666	CDS	765				hypothetical protein
PIDOOLCM_01667	CDS	744		1.-.-.-		putative oxidoreductase
PIDOOLCM_01668	CDS	501				hypothetical protein
PIDOOLCM_01669	CDS	924	gcvA_1			Glycine cleavage system transcriptional activator
PIDOOLCM_01670	CDS	471				hypothetical protein
PIDOOLCM_01671	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
PIDOOLCM_01672	CDS	546	sttH	3.5.2.19		Streptothricin hydrolase
PIDOOLCM_01673	CDS	234				hypothetical protein
PIDOOLCM_01674	CDS	3060	cnrA			Nickel and cobalt resistance protein CnrA
PIDOOLCM_01675	CDS	1107	mdtA_2			Multidrug resistance protein MdtA
PIDOOLCM_01676	CDS	603				hypothetical protein
PIDOOLCM_01677	CDS	912	dmlR_5			HTH-type transcriptional regulator DmlR
PIDOOLCM_01678	CDS	1110	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
PIDOOLCM_01679	CDS	540				hypothetical protein
PIDOOLCM_01680	CDS	468				hypothetical protein
PIDOOLCM_01681	CDS	579				hypothetical protein
PIDOOLCM_01682	CDS	600	azoR_1	1.7.1.17		FMN-dependent NADH-azoreductase
PIDOOLCM_01683	CDS	594				hypothetical protein
PIDOOLCM_01684	CDS	771				hypothetical protein
PIDOOLCM_01685	CDS	198				hypothetical protein
PIDOOLCM_01686	CDS	435				hypothetical protein
PIDOOLCM_01687	CDS	720				hypothetical protein
PIDOOLCM_01688	CDS	1263				hypothetical protein
PIDOOLCM_01689	CDS	723				hypothetical protein
PIDOOLCM_01690	CDS	1221	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
PIDOOLCM_01691	CDS	486				hypothetical protein
PIDOOLCM_01692	CDS	525				hypothetical protein
PIDOOLCM_01693	CDS	528				hypothetical protein
PIDOOLCM_01694	CDS	459				hypothetical protein
PIDOOLCM_01695	CDS	435				hypothetical protein
PIDOOLCM_01696	CDS	942	dmlR_6			HTH-type transcriptional regulator DmlR
PIDOOLCM_01697	CDS	1029	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
PIDOOLCM_01698	CDS	975				hypothetical protein
PIDOOLCM_01699	CDS	177				hypothetical protein
PIDOOLCM_01700	CDS	165				hypothetical protein
PIDOOLCM_01701	CDS	522				hypothetical protein
PIDOOLCM_01702	CDS	540				hypothetical protein
